id,tweet,label
1184,relax developed cooking skills lockdown NUM get apron gt gt gt URL URL,fake
1185,gotten flu shots past NUM years test positive wuhan strain covid NUM,fake
1186,rt advised NUM tests per day per million population focussed centre led efforts effec,real
1187,americans attempting speak truth power hindered state mandated face masks URL,fake
1188,prescription issued dr raj kamal agarwal sir ganga ram hospital general public case emergency kindly save prescription kind emergency,fake
1189,coronavirus transmission rate could high NUM NUM uk official figures show URL,real
1190,access tools act accelerator ground breaking global collaboration accelerate development production equitable access covid NUM diagnostics therapeutics vaccines URL URL,real
1191,leakage different harmful viruses laboratories accidental world must saved china already lost entire year due covid NUM originated china URL,fake
1192,genetic manipulation performed one several reverse genetic systems available betacoronaviruses would probably used however genetic data irrefutably show sars cov NUM derived previously used virus backbone,fake
1193,message claimed angel broking gone bankrupt oil prices went negative due coronavirus lockdown around world,fake
1194,video shared multiple facebook twitter posts april NUM alongside claim shows temple india turned covid NUM quarantine centre state government,fake
1195,present nine vaccines part dynamic portfolio constantly reviewed optimised ensure access best possible range products,real
1196,affected every person america way affecting everyone way many racial ethnic groups overly affected covid NUM read cdc commitment improve URL URL,real
1197,government coronavirus f k ups timeline URL,fake
1198,nebraska strict measures turns contain virus faster options virus could peak middle april disappear entirely middle july according covid act model via URL,real
1199,plasma considered standard care treatment patients URL,real
1200,NUM NUM NUM clinical trial released today havana cuba good news cuba china antiviral injection heberon alfa r interferon alfa NUMb treating early covid NUM however control group much sicker URL URL,fake
1201,claim sri lankan students flown home pakistan stranded county covid NUM lockdown shared facebook whatsapp,fake
1202,video rounds social media claims policemen tested positive covid NUM,fake
1203,reposting daily cases chart clarity mislabeled earlier tweet cases totals drifting due improving situation ny metro area still NUMk newly reported cases represent NUM global total URL,real
1204,travel take steps slow spread learn URL URL,real
1205,italian doctor couple diagnosed coronavirus,fake
1206,lot engagement appears driven brian rose organization london real behind website hosted plandemic NUM history airing falsehoods covid NUM,fake
1207,positive tests border managed isolation facilities last days continue test border miq staff,real
1208,updated timeline president donald trump response coronavirus pandemic includes comments speedy vaccine bob woodward tapes URL,fake
1209,australia better new zealand despite extreme lockdown URL,fake
1210,china communist government created novel coronavirus laboratory released world deadly bioweapon,fake
1211,claims coronavirus fake belarus coping well pandemic hysteria,fake
1212,people scotland banned visiting households indoors tough new restrictions go announced england get new measures scotland URL URL,real
1213,one additional previously reported case considered recovered covid NUM total number active cases NUM NUM imported cases miq facilities NUM community cases,real
1214,news government covid NUM alert level reduced asleep comatose URL URL,fake
1215,images alleged fire new york lebanon hospital,fake
1216,acc report NUM NUM NUM NUMam top NUM states highest recovered cases NUM NUM NUM NUM NUM URL,real
1217,number patients currently hospitalized covid NUM fallen NUM peak july NUM URL,real
1218,virtual risk communication training held health educators amp key communication stakeholders across NUM states amp fct strengthening nigeria response activities collaboration URL,real
1219,three close family contacts man travelling also tested two negative results third pending treated close contacts checked daily retested develop symptoms day NUM stay,real
1220,study recovered covid patients finds takes average NUM days covid symptoms first appear patient test negative pcr test older age severe symptoms associated longer viral clearance times read URL,real
1221,latest cdc report shows people NUM continue highest rates associated hospitalizations followed people age NUM NUM hospitalization rates cumulative continue increase pandemic continues URL URL,real
1222,fact checking joe biden military coronavirus deaths offered vastly larger number mistaking michigan numbers military toll URL URL,fake
1223,american arm coronavirus panic spreads URL,fake
1224,uv rays sunlight kill coronavirus,fake
